Company,Jobs,Capex_M,Location,County,State,Sector,Date,URL,Notes
Rowan Digital,40,700,Temple,Bell,Texas,Data Center,2025-Q4,https://templeedc.com/rowan-to-open-data-center-in-south-temple/,Hyperscale data center
MGM/VanTran Transformers,700,,Waco,McLennan,Texas,Grid/Transformers,2025-Q4,https://mgmtransformers.com/vantran-and-mgm-transformers-strengthen-u-s-energy-supply-chain-with-texas-expansion/,430K sqft facility - GRID PLAY
Salcomp,660,,Arlington,Tarrant,Texas,Tech/FDI,2025-Q4,https://salcomp.com/,Finnish; mobile power supplies; US HQ
L&T Technology,350,,Plano,Collin,Texas,Tech/FDI,2025-Q4,https://www.ltts.com/press-release/ltts-launches-new-engineering-design-center-ai-tech-digital-manufacturing,Indian; engineering design center
Immatics,200,,Stafford,Fort Bend,Texas,Life Sciences/FDI,2025-Q4,https://www.bizjournals.com/houston/news/2025/04/30/immatics-us-cell-therapy-plant-stafford-opens.html,German; cell therapy mfg
Lefko,149,15,New Braunfels,Comal,Texas,Advanced Mfg/FDI,2025-Q4,https://gov.texas.gov/news/post/governor-abbott-announces-lefko-manufacturing-facility-in-new-braunfels,First US facility; $968K TEF
NTxBio,170,31,Plano,Collin,Texas,Life Sciences,2025-Q4,https://gov.texas.gov/news/post/governor-abbott-announces-ntxbio-facility-in-plano,Biomanufacturing; $1.48M TEF
PEGATRON,,35,Georgetown,Williamson,Texas,Tech/FDI,2025-Q4,https://georgetowntexas.gov/news_detail_T29_R597.php,Taiwanese; AI computing; first US facility
Gattefossé,,55,Lufkin,Angelina,Texas,Life Sciences/FDI,2025-Q4,https://www.ktre.com/2025/09/23/frances-gattefoss-opens-new-lufkin-manufacturing-facility/,French; beauty/pharma ingredients
Gerdau,,51,Midlothian,Ellis,Texas,Advanced Mfg/FDI,2025-Q4,https://fobberg.com/2025/10/08/gerdau-to-expand-its-electric-arc-furnace-plant-in-midlothian-texas/,Brazilian; steel recycling expansion
BMK Pharma,100,50,Allen,Collin,Texas,Life Sciences,2025-Q4,https://dallasinnovates.com/bmk-pharma-to-open-50m-u-s-hq-and-pharmaceutical-facility-in-allen/,US HQ; pharmaceutical
Yerico Manufacturing,30,13,Elgin,Bastrop,Texas,Semiconductors,2025-Q4,https://gov.texas.gov/news/post/governor-abbott-announces-texas-semiconductor-innovation-fund-grant-to-yerico-manufacturing,Semiconductor equipment refurb; $1.3M TSIF
Cancoil USA,,,Jacksonville,Cherokee,Texas,Industrial Mfg/FDI,2025-11,https://gov.texas.gov/news/post/governor-abbott-announces-cancoil-manufacturing-facility-in-jacksonville,First US operations center
Ariat International,150,9,Fort Worth,Tarrant,Texas,Consumer/Apparel,2025,https://gov.texas.gov/news/post/governor-abbott-announces-ariat-international-expansion-in-fort-worth,Regional HQ expansion
Texas Instruments,800,11000,Lehi,Utah,Utah,Semiconductors,2025,https://www.manufacturingdive.com/news/major-factory-construction-projects-to-watch-in-2026/809448/,300mm fab next to existing Micron-acquired facility
Innovative Labs,,,Springville,Utah,Utah,Life Sciences,2026-01,https://www.hjnews.com/news/state/innovative-labs-scales-health-and-wellness-manufacturing-with-new-high-capacity-utah-facility/,CDMO; health and wellness manufacturing
Bridor,87,229,Rural Utah,,Utah,Food/FDI,2025-02,https://businessfacilities.com/recent-expansions-into-utah-establish-87-jobs-229m-investment,French-Canadian; bakery; 13-year plan
MCM Engineering II,250,168,Enoch,Iron,Utah,Grid/Switchgear,2026-01,https://www.areadevelopment.com/newsItems/1-12-2026/mcm-engineering-ii-enoch-utah.shtml,Custom MV/LV switchgear; 10-year plan - GRID!
Holtec/Hi Tech Solutions,,,Brigham City,Box Elder,Utah,Nuclear/SMR Mfg,2025-11,https://www.deseret.com/utah/2025/11/17/gov-cox-announces-site-for-utah-nuclear-power-plant/,Operation Gigawatt; SMR component manufacturing; workforce training
BAE Systems,,,Utah,,Utah,Defense/Aerospace,2026-02,https://www.executivebiz.com/articles/bae-systems-utah-office-icbm-weapon-support,UK; new office; ICBM support
Fluence Energy,,,Utah,,Utah,Energy Storage/Battery,2025,https://ir.fluenceenergy.com/news-releases/news-release-details/fluence-initiates-us-manufacturing-battery-modules-energy,Battery module manufacturing; 75-150 Cubes/week
Ionic Mineral Technologies,,,Provo area,,Utah,Critical Minerals,2025-12,https://ionicmt.com/press/ionic-mineral-technologies-announces-major-u-s-discovery-of-rare-earth-and-critical-technology-metals-at-utahs-silicon-ridge,Silicon Ridge project; rare earth; $29M Series B
Integrated Rail & Resources,40,87,Uintah,Uintah,Utah,Rail/Resources,2026-01,https://www.deseret.com/business/2026/01/13/railway-resource-expansion-bound-for-uintah-county-projected-to-inject-87m-in-local-economy/,Railway and resource expansion
Hitachi Energy,825,457,South Boston,Halifax,Virginia,Grid/FDI,2025-09,https://www.hitachienergy.com/us/en/news-and-events/press-releases/2025/09/hitachi-announces-historic-1-billion-usd-manufacturing-investment-to-power-america-s-energy-future-through-production-of-critical-grid-infrastructure,Japanese; power transformer production; Deal of Year - GRID! 🔌
Eaton,200,50,Richmond area,Henrico,Virginia,Power/Grid,2025-12,https://www.businesswire.com/news/home/20251210442028/en/Eaton-invests-$50M-in-new-Virginia-facility-to-advance-grid-to-chip-AI-data-center-solutions,Grid-to-chip AI data center power distribution; doubling Richmond footprint; GRID!
Merck,500,3000,Elkton,Rockingham,Virginia,Life Sciences/Pharma,2026,https://www.pharmexec.com/view/merck-planning-70-billion-investment-us-expansion,Center of Excellence; small molecule mfg; part of $70B US expansion
Solstice Advanced Materials,,220,Chesterfield,Chesterfield,Virginia,Advanced Materials,2026-01,https://www.areadevelopment.com/newsItems/1-16-2026/solstice-advanced-materials-chesterfield-county-virginia.shtml,$2M performance grant; $1.5M Opportunity Fund
Infinity Global,150,34,Danville,Danville,Virginia,Advanced Mfg,2026-01,https://www.wdbj7.com/2026/01/15/high-end-packaging-firm-expand-danville-hq-makes-34m-investment/,Packaging solutions; HQ expansion
Google,150,3000,Botetourt,Botetourt,Virginia,Data Center,2026-02,https://www.roanokerambler.com/google-aims-to-build-3-data-centers-totaling-nearly-1-million-square-feet-in-botetourt-records-show/,3 data centers; nearly 1M sq ft; minimum commitment
Anchor,86,,Virginia Beach,Virginia Beach,Virginia,Defense/Maritime,2026-01,https://virginiabeach.gov/connect/blog/growth-matters-economic-development-grant-programs-assist-businesses-with-their-growth-needs,Maritime and defense expansion
Echodyne,,40,Washington State,,Washington,Defense/Radar,2026,https://defence-industry.eu/echodyne-to-invest-40-million-in-washington-manufacturing-facility-as-global-radar-demand-grows/,86K sq ft facility; radar production; summer 2026
Apple,,,Washington,,Washington,Technology,2026,https://www.apple.com/newsroom/2025/02/apple-will-spend-more-than-500-billion-usd-in-the-us-over-the-next-four-years/,Part of $500B US expansion; teams expanding
Frontieras North America,200,850,Mason County,Mason,West Virginia,Energy/Clean Coal,2026-01,https://www.areadevelopment.com/newsItems/1-28-2026/frontieras-north-america-mason-county-west-virginia.shtml,Advanced coal reformation facility; 183 acres; 2000+ construction jobs
Calpine,400,1000,Moundsville,Marshall,West Virginia,Energy/Natural Gas,2026,https://wtov9.com/news/local/revived-natural-gas-plant-by-calpine-promises-400-construction-jobs-in-marshall-county-calpine-natural-gas-marshall-county-construction-jobs-energy-investment-west-virginia-power-plant-economic-growth,Natural gas power plant; Constellation unit
Microsoft,,13300,Mount Pleasant,Racine,Wisconsin,Data Center/AI,2026-01,https://racinecountyeye.com/2026/01/20/microsoft-13b-expand-mount-pleasant/,15 new data centers; two campuses; massive AI expansion
Nestle Purina,120,335,Jefferson,Jefferson,Wisconsin,Food/FDI,2025-10,https://www.wdtimes.com/news/local/how-wisconsin-developers-help-translate-global-capital-into-local-growth/,Swiss; pet food expansion; 35K sq ft
Eli Lilly,750,4000,Kenosha,Kenosha,Wisconsin,Life Sciences,2025-08,https://wedc.org/gov-evers-wedc-announce-incentives-to-support-eli-lilly-and-companys-4-billion-expansion-in-wisconsin/,Pharma expansion; 2K construction jobs
Foxconn,1374,569,Mount Pleasant,Racine,Wisconsin,Tech/FDI,2025-11,https://wedc.org/wedc-foxconn-announce-additional-569-million-investment-in-racine-county/,Taiwanese; expansion; new WEDC deal
Milwaukee Tool,300,42,Wisconsin,,Wisconsin,Advanced Mfg,2025-11,https://wedc.org/gov-evers-wedc-announce-milwaukee-tool-to-invest-42-million-create-300-high-skill-jobs-in-wisconsin/,Power tools expansion; high-skill jobs
Catalent,,45,Madison area,,Wisconsin,Life Sciences,2025-07,https://www.wispolitics.com/2025/gov-evers-wisconsin-economic-development-corporation-celebrate-catalents-45-million-expansion-adding-to-the-states-booming-biohealth-sector/,Biohealth facility expansion
(Data center pipeline),,,Various,,Wyoming,Data Center,2025-2026,https://www.wyomingnews.com/laramieboomerang/opinion/data-centers-are-a-rare-opportunity-for-wyoming/article_b85d31c7-3cd6-411d-ac73-e0781c265fff.html,Multiple data center projects in pipeline; state actively courting
"Enerpac Tool Group, Corp.",,15.7,Milwaukee,Milwaukee,Wisconsin,Manufacturing,2024-10,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit
Cascades Holding US Inc.,36,6.0,Eau Claire,Eau Claire,Wisconsin,Manufacturing,2024-11,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit
"Furlani Foods, LLC",75,43.5,Oak Creek,Milwaukee,Wisconsin,Manufacturing,2024-11,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit
Microbial Discovery Group,46,28.0,Oak Creek,Milwaukee,Wisconsin,Manufacturing,2024-11,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit
Vermilion Madison Development LLC,,92.4,Madison,Dane,Wisconsin,Construction,2024-11,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Brownfield Redevelopment Financial Assistance
"XeteX, LLC",25,7.8,Holmen,La Crosse,Wisconsin,Manufacturing,2024-11,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit
"Associated Milk Producers, Inc.",25,45.5,Portage,Columbia,Wisconsin,Manufacturing,2024-12,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit
"Reinhart FoodService, LLC",,14.0,West Salem,La Crosse,Wisconsin,Wholesale Trade,2024-12,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit
"Schutz Container Systems, Inc.",185,166.0,Kenosha,Kenosha,Wisconsin,Manufacturing,2024-12,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit
"WHPC-Regent Street-Madison, LLC",,14.5,Madison,Dane,Wisconsin,Construction,2024-12,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Brownfield Redevelopment Financial Assistance
Meta House Inc.,,26.3,Milwaukee,Milwaukee,Wisconsin,Health Care,2025-01,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Brownfield Redevelopment Financial Assistance
Kin at Freshwater LLC,,43.8,Milwaukee,Milwaukee,Wisconsin,Construction,2025-01,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Brownfield Redevelopment Financial Assistance
Big Lift LLC,38,6.7,De Forest,Dane,Wisconsin,Wholesale Trade,2025-01,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit
"Dynamic Ratings, Inc.",34,19.4,Sussex,Waukesha,Wisconsin,Manufacturing,2025-01,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit
"Urnex Brands, LLC",84,10.6,Somers,Kenosha,Wisconsin,Manufacturing,2025-01,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit
"Worthington Cylinders Wisconsin, LLC",,57.5,Chilton,Calumet,Wisconsin,Manufacturing,2025-02,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit
"AmeriLux International, LLC",122,42.7,De Pere,Brown,Wisconsin,Manufacturing,2025-02,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit
"Four South Blair, LLC",,14.5,Madison,Dane,Wisconsin,Construction,2025-02,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Brownfield Redevelopment Financial Assistance
"Degas, LLC",,100.0,Beaver Dam,Chippewa,Wisconsin,Info and Comm,2025-02,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Data Center Sales and Use Tax Exemption
"Robinson, Inc",245,20.3,De Pere,Brown,Wisconsin,Manufacturing,2025-02,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit
"FIT Investment Group, LLC",,18.4,Milwaukee,Milwaukee,Wisconsin,Construction,2025-03,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Brownfield Redevelopment Financial Assistance
Kitchen Fresh Foods LLC,135,6.5,Ashwaubenon,Brown,Wisconsin,Manufacturing,2025-03,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit
Triangle Manufacturing Company,16,6.4,Oshkosh,Winnebago,Wisconsin,Manufacturing,2025-04,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit
"Impact Seven, Inc.",,17.7,Stevens Point,Portage,Wisconsin,Health Care,2025-04,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Community Development Investment
"New Richmond, City of",,24.4,New Richmond,St. Croix,Wisconsin,Construction,2025-04,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Idle Sites Redevelopment Program
"Catalent Pharma Solutions, LLC",200,45.0,Madison,Dane,Wisconsin,Manufacturing,2025-04,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit
Swiss-Tech LLC,22,2.8,Delavan,Walworth,Wisconsin,Manufacturing,2025-04,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit
"Edgerton, City of",,10.3,Edgerton,Rock,Wisconsin,Construction,2025-05,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Idle Sites Redevelopment Program
"Oshkosh, City of",,11.2,Oshkosh,Winnebago,Wisconsin,Health Care,2025-05,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Community Development Investment
"USV 222, LLC",,50.0,Appleton,Outagamie,Wisconsin,Real Estate,2025-05,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Historic Preservation Tax Credit
Brearly Street Property Group LLC,,25.4,Madison,Dane,Wisconsin,Construction,2025-05,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Brownfield Redevelopment Financial Assistance
"Couleecap, Inc.",,17.7,La Crosse,La Crosse,Wisconsin,Real Estate,2025-05,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Community Development Investment
"South Milwaukee, City of",,32.7,South Milwaukee,Milwaukee,Wisconsin,Public Admin,2025-05,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Idle Sites Redevelopment Program
"Wixon, Inc.",60,22.2,Milwaukee,Milwaukee,Wisconsin,Manufacturing,2025-05,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit
NOVA GB SPE LLC,,76.5,Green Bay,Brown,Wisconsin,Real Estate,2025-06,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Brownfield Redevelopment Financial Assistance
Kenosha Downtown Block I LLC,,42.6,Kenosha,Kenosha,Wisconsin,Real Estate,2025-06,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Brownfield Redevelopment Financial Assistance
"Yaskawa America, Inc",708,130.0,Oak Creek,Milwaukee,Wisconsin,Manufacturing,2025-06,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Enterprise Zone
2510 Good Hope LLC,,50.9,Glendale,Milwaukee,Wisconsin,Real Estate,2025-06,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Brownfield Redevelopment Financial Assistance
"La Crosse, City of",,60.7,La Crosse,La Crosse,Wisconsin,Public Admin,2025-06,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Idle Sites Redevelopment Program
Balcan USA Inc.,63,68.0,Pleasant Prairie,Kenosha,Wisconsin,Manufacturing,2025-07,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit
LAG Family LLC,,11.8,Plymouth,Sheboygan,Wisconsin,Accommodation,2025-07,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Historic Preservation Tax Credit
Belmark Inc,143,121.8,De Pere,Brown,Wisconsin,Manufacturing,2025-07,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit
"PS Seasoning & Spices, Inc.",100,4.2,Iron Ridge,Dodge,Wisconsin,Manufacturing,2025-08,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit
Eli Lilly and Company,700,2232.7,Kenosha,Kenosha,Wisconsin,Manufacturing,2025-08,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Enterprise Zone
Stanpac USA LLC,28,4.4,Portage,Columbia,Wisconsin,Manufacturing,2025-08,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit
"The DeLong Company, Inc.",,28.0,Avalon,Rock,Wisconsin,Wholesale Trade,2025-08,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit
"Derse, Inc",65,48.0,Milwaukee,Milwaukee,Wisconsin,Manufacturing,2025-08,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit
"Children's Museum of Rock County, Inc.",,14.8,Janesville,Rock,Wisconsin,Recreation,2025-09,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Community Development Investment
"Impact Confections, Inc",,12.4,Janesville,Rock,Wisconsin,Manufacturing,2025-09,https://wedc.org/transparency/annual-report-on-economic-development/wedc-awards-data/,Business Development Tax Credit
Apple/Corning,,2500,Harrodsburg,Mercer,Kentucky,Tech/Advanced Mfg,2025-08,https://www.apple.com/newsroom/2025/08/apple-corning-to-manufacture-all-iphone-apple-watch-cover-glass-in-kentucky/,ALL iPhone & Apple Watch cover glass; 50% workforce increase
Ford Motor Company,100,60,Louisville,Jefferson,Kentucky,Automotive,2025-10,https://www.courier-journal.com/story/money/companies/2025/10/23/ford-increases-production-kentucky-truck-plant/,Kentucky Truck Plant; Super Duty expansion
Toyota,82,204.4,Georgetown,Scott,Kentucky,Automotive/FDI,2025-11,https://www.kentucky.com/news/business/article314689592.html,EV Highlander production; Japanese
Micron,90000,200000,Idaho/New York/Virginia,,Multiple,Semiconductors,2025-12,https://www.manufacturingdive.com/news/major-factory-construction-projects-to-watch-in-2026/809448/,Memory chips; 2 fabs ID + 4 fabs NY + VA expansion; CHIPS Act $6.4B
Samsung Electronics,1800,17000,Taylor,Williamson,Texas,Semiconductors/FDI,2025,https://www.manufacturingdive.com/news/major-factory-construction-projects-to-watch-in-2026/809448/,Korean; CHIPS Act $4.7B; operational 2026
Stellantis,5000,13000,Illinois/Indiana/Michigan/Ohio,,Multiple,Automotive/FDI,2025-10,https://www.stellantis.com/en/news/press-releases/2025/october/stellantis-to-invest-13-billion-to-grow-in-the-united-states,Dutch; Warren Truck + Detroit Assembly + Jeep; 50% production increase
Tesla,,3600,Reno,,Nevada,Automotive/EV,2025,https://www.tesla.com/blog/continuing-our-investment-nevada,Semi-trucks and batteries
Sweetwater,300,36.7,Fort Wayne,Allen,Indiana,Distribution,2026-02,https://www.insideindianabusiness.com/articles/sweetwater-plans-fort-wayne-expansion-adding-300-jobs,Music equipment distribution expansion
John Deere,150,,Northwest Indiana,,Indiana,Distribution,2026-01,https://www.giant.fm/fulton-county/news/local-news/john-deere-expansion-to-northwest-indiana-150-new-jobs/,State-of-the-art distribution center
DDP Specialty Electronic Materials,22,20,Midland,Midland,Michigan,Chemicals/Electronics,2026-01,https://www.areadevelopment.com/newsItems/1-30-2026/ddp-specialty-electronic-materials-us-midland-michigan.shtml,Electronic-grade specialty materials
E-Space Inc,2000,115,Arlington,Tarrant,Texas,Aerospace/Space,2025,https://gov.texas.gov/business/page/recent-project-announcements,Satellite manufacturing; 480K sq ft
Rowan Digital Infrastructure,40,700,Temple,Bell,Texas,Data Center,2025,https://gov.texas.gov/business/page/recent-project-announcements,Hyperscale data center
Lollicup USA,,20,Rockwall,Rockwall,Texas,Manufacturing,2025,https://gov.texas.gov/business/page/recent-project-announcements,HQ relocation from CA; 650K sq ft
Hennessey,80,15,Sealy,Austin,Texas,Automotive,2025,https://gov.texas.gov/business/page/recent-project-announcements,Car modification; 100K sq ft
Tubefab,40,30,Jacksonville,Cherokee,Texas,Manufacturing,2025,https://gov.texas.gov/business/page/recent-project-announcements,Copper tube fabricator; 100K sq ft
AeroVironment,,,Salt Lake City,Salt Lake,Utah,Aerospace/Defense,2025,https://www.edcutah.org/recent-news/aerovironment-av-to-expand-in-salt-lake-city-utah,Drone/UAS manufacturer expansion
Edwards Lifesciences,500,,Draper City,Salt Lake,Utah,Life Sciences,2025,https://www.edcutah.org/recent-news/edwards-lifesciences-to-bring-over-500-jobs-to-utah,Medical devices
Fervo Energy,,,Beaver County,Beaver,Utah,Energy/Geothermal,2025,https://www.edcutah.org/recent-news/fervo-energy-breaks-ground-on-geothermal-power-plant-in-beaver-county-utah,Geothermal power plant
Nucor,,,Brigham City,Box Elder,Utah,Steel,2025,https://www.edcutah.org/recent-news/nucor-expanding-to-brigham-city-utah,Steel expansion
ContiTech USA,50,65,Mount Pleasant,Henry,Iowa,Manufacturing/Rubber,2025,https://opportunityiowa.gov/media/7025/download?inline,German (Continental AG); new location; rubber manufacturing
